id,name,type,address,city,postcode,lat,lon,website,phone,opening_hours,price_tier,avg_rating,suggested_duration,tags,image_url,description_short,
305,Maray Bold Street,Restaurant,91 Bold Street,Liverpool,L1 4HF,53.4038,-2.9794,https://www.maray.co.uk,,Varies,3,4.7,90,restaurant;middle-eastern,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Highly rated Middle Eastern small plates restaurant.,
306,Bundobust Liverpool,Restaurant,Unit 5 The Waterways Leeds Street,Liverpool,L3 4AE,53.4094,-2.9935,https://bundobust.com,,Varies,2,4.6,90,restaurant;indian;vegetarian,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Indian street food restaurant paired with craft beer.,
307,Mowgli Street Food Liverpool,Restaurant,69 Bold Street,Liverpool,L1 4EZ,53.4035,-2.979,https://www.mowglistreetfood.com,,Varies,3,4.6,90,restaurant;indian,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Popular Indian street food restaurant with swinging seats.,
308,Bacaro Liverpool,Restaurant,47 Castle Street,Liverpool,L2 9UB,53.4067,-2.9912,https://www.bacaroliverpool.com,,Varies,3,4.6,90,restaurant;italian,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Italian cicchetti-style small plates restaurant.,
309,The Italian Club Fish,Restaurant,128 Bold Street,Liverpool,L1 4JA,53.4045,-2.9799,https://www.theitalianclubfish.com,,Varies,3,4.5,90,restaurant;seafood;italian,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Seafood-focused Italian restaurant on Bold Street.,
310,Panoramic 34,Restaurant,West Tower Brook Street,Liverpool,L3 9PJ,53.4092,-2.9931,https://www.panoramic34.com,,Varies,4,4.6,120,restaurant;fine-dining,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Fine dining restaurant offering panoramic city views.,
311,Rudy's Pizza Napoletana Liverpool,Restaurant,3-5 Castle Street,Liverpool,L2 4SW,53.4061,-2.9895,https://www.rudyspizza.co.uk,,Varies,2,4.7,60,restaurant;pizza,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Authentic Neapolitan pizza restaurant.,
312,Almost Famous Liverpool,Restaurant,11-13 Parr Street,Liverpool,L1 4JN,53.4017,-2.9791,https://www.almostfamousburgers.com,,Varies,2,4.4,60,restaurant;burgers,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Trendy burger restaurant known for indulgent burgers.,
313,Bold Street Coffee,Restaurant,89 Bold Street,Liverpool,L1 4HF,53.4036,-2.9793,https://boldstreetcoffee.co.uk,,Varies,2,4.6,60,restaurant;cafe;brunch,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Independent cafe popular for brunch and specialty coffee.,
314,The Art School Restaurant,Restaurant,1 Sugnall Street,Liverpool,L7 7EB,53.4054,-2.969,https://www.theartschoolrestaurant.co.uk,,Varies,4,4.7,120,restaurant;fine-dining,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Award-winning fine dining restaurant near the Philharmonic.,
315,The Beatles Story,Attraction,Britannia Vaults Royal Albert Dock,Liverpool,L3 4AD,53.4003,-2.9916,https://www.beatlesstory.com,,Varies,3,4.6,120,museum;beatles;music,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Immersive museum dedicated to the story of The Beatles.,
316,Museum of Liverpool,Attraction,Pier Head,Liverpool,L3 1DG,53.4062,-2.9952,https://www.liverpoolmuseums.org.uk/museum-of-liverpool,,Varies,1,4.6,120,museum;history,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum exploring Liverpool's social and cultural history.,
317,Merseyside Maritime Museum,Attraction,Royal Albert Dock,Liverpool,L3 4AQ,53.4011,-2.9918,https://www.liverpoolmuseums.org.uk/maritime-museum,,Varies,1,4.5,90,museum;maritime,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum covering Liverpool's historic maritime past.,
318,International Slavery Museum,Attraction,Royal Albert Dock,Liverpool,L3 4AQ,53.4011,-2.9917,https://www.liverpoolmuseums.org.uk/international-slavery-museum,,Varies,1,4.6,90,museum;history,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum exploring the history and legacy of the transatlantic slave trade.,
319,Tate Liverpool,Attraction,Royal Albert Dock,Liverpool,L3 4BB,53.4008,-2.9926,https://www.tate.org.uk/visit/tate-liverpool,,Varies,2,4.4,90,art;gallery,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Major modern art gallery located at the Albert Dock.,
320,Walker Art Gallery,Attraction,William Brown Street,Liverpool,L3 8EL,53.4094,-2.9812,https://www.liverpoolmuseums.org.uk/walker-art-gallery,,Varies,1,4.6,90,art;gallery,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,National gallery housing paintings from the 13th century to today.,
321,World Museum Liverpool,Attraction,William Brown Street,Liverpool,L3 8EN,53.4097,-2.9816,https://www.liverpoolmuseums.org.uk/world-museum,,Varies,1,4.6,120,museum;science,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Natural history and science museum with planetarium.,
322,Anfield Stadium Tour,Attraction,Anfield Road,Liverpool,L4 0TH,53.4308,-2.9608,https://www.liverpoolfc.com/stadium-tours,,Varies,3,4.8,120,football;stadium,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Home stadium of Liverpool FC offering behind-the-scenes tours.,
323,Goodison Park Stadium Tour,Attraction,Goodison Road,Liverpool,L4 4EL,53.4388,-2.9663,https://www.evertonfc.com,,Varies,3,4.6,120,football;stadium,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic stadium of Everton FC offering guided tours.,
324,Liverpool Cathedral,Attraction,St James Mount,Liverpool,L1 7AZ,53.3977,-2.9718,https://liverpoolcathedral.org.uk,,Varies,1,4.8,90,cathedral;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Largest cathedral in Britain with panoramic tower views.,
325,Liverpool Metropolitan Cathedral,Attraction,Mount Pleasant,Liverpool,L3 5TQ,53.4046,-2.9696,https://www.liverpoolmetrocathedral.org.uk,,Varies,1,4.6,60,cathedral;modern,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Modern circular cathedral known for its striking architecture.,
326,St George's Hall,Attraction,St George's Place,Liverpool,L1 1JJ,53.4079,-2.9814,https://stgeorgeshallliverpool.co.uk,,Varies,2,4.7,60,historic;architecture,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Iconic neoclassical building used for events and exhibitions.,
327,Royal Albert Dock Liverpool,Attraction,Albert Dock,Liverpool,L3 4AA,53.4008,-2.9919,https://albertdock.com,,24h,1,4.7,90,waterfront;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic waterfront complex with museums, shops and restaurants.
328,Pier Head and The Three Graces,Attraction,Pier Head,Liverpool,L3 1BY,53.4065,-2.995,https://www.visitliverpool.com,,24h,1,4.7,45,landmark;architecture,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Waterfront landmark featuring Liverpool's iconic Three Graces buildings.,
329,The Cavern Club,Attraction,10 Mathew Street,Liverpool,L2 6RE,53.4066,-2.9881,https://www.cavernclub.com,,Varies,2,4.7,90,music;beatles,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Legendary music venue where The Beatles famously performed.,
330,British Music Experience,Attraction,Cunard Building Pier Head,Liverpool,L3 1DS,53.4073,-2.9948,https://www.britishmusicexperience.com,,Varies,3,4.4,90,museum;music,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Interactive museum celebrating British music history.,
331,Western Approaches Museum,Attraction,1-3 Rumford Street,Liverpool,L2 8SZ,53.407,-2.9926,https://liverpoolwarmuseum.co.uk,,Varies,2,4.7,90,museum;war,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Secret WWII bunker used for Battle of the Atlantic operations.,
332,Sefton Park,Attraction,Sefton Park,Liverpool,L17 1AP,53.3817,-2.9434,https://liverpool.gov.uk,,24h,1,4.7,90,park;nature,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Large Victorian park featuring lakes and the Palm House.,
333,Sefton Park Palm House,Attraction,Sefton Park,Liverpool,L17 1AP,53.3812,-2.9428,https://palmhouse.org.uk,,Varies,1,4.6,60,garden;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Victorian glasshouse hosting events and exhibitions.,
334,FACT Liverpool,Attraction,88 Wood Street,Liverpool,L1 4DQ,53.4022,-2.9783,https://www.fact.co.uk,,Varies,2,4.3,60,art;media,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Centre for film, art and creative technology exhibitions.
335,Leighton House Museum,Museum,12 Holland Park Road,Kensington London,W14 8LZ,51.4967,-0.2059,https://www.rbkc.gov.uk/leightonhouse,,Varies,2,4.6,90,museum;art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic home and studio of Victorian artist Frederic Leighton.,
336,The Wallace Collection,Attraction,Hertford House Manchester Square,London,W1U 3BN,51.5172,-0.1527,https://www.wallacecollection.org,,Varies,1,4.7,90,museum;art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,National museum displaying fine and decorative arts in a historic townhouse.,
337,Sir John Soane's Museum,Museum,13 Lincoln's Inn Fields,London,WC2A 3BP,51.5163,-0.1174,https://www.soane.org,,Varies,1,4.7,60,museum;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Unique museum set in the former home of architect Sir John Soane.,
338,The Postal Museum,Attraction,15-20 Phoenix Place,London,WC1X 0DA,51.525,-0.1122,https://www.postalmuseum.org,,Varies,2,4.5,90,museum;history,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Interactive museum exploring the history of Britain's postal service.,
339,London Transport Museum,Attraction,Covent Garden Piazza,London,WC2E 7BB,51.5119,-0.1221,https://www.ltmuseum.co.uk,,Varies,3,4.6,90,museum;transport,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum showcasing London's transport history and iconic vehicles.,
340,The Garden Museum,Attraction,Lambeth Palace Road,London,SE1 7LB,51.4959,-0.1183,https://gardenmuseum.org.uk,,Varies,2,4.4,60,museum;garden,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum dedicated to the history and culture of gardening.,
341,Design Museum,Attraction,224-238 Kensington High Street,London,W8 6AG,51.5009,-0.1995,https://designmuseum.org,,Varies,3,4.5,90,museum;design,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Modern museum celebrating contemporary design and innovation.,
342,The Courtauld Gallery,Attraction,Somerset House Strand,London,WC2R 0RN,51.5113,-0.116,https://courtauld.ac.uk/gallery,,Varies,3,4.6,90,art;gallery,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Renowned gallery housing masterpieces including Impressionist works.,
343,Hunterian Museum,Attraction,38-43 Lincoln's Inn Fields,London,WC2A 3PE,51.5161,-0.1173,https://hunterianmuseum.org,,Varies,1,4.5,60,museum;science,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Medical history museum curated by the Royal College of Surgeons.,
344,The Monument to the Great Fire of London,Attraction,Monument Street,London,EC3R 8AH,51.5101,-0.0859,https://www.themonument.org.uk,,Varies,2,4.6,45,landmark;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic column commemorating the Great Fire of London.,
345,Golden Hinde,Attraction,St Mary Overie Dock Cathedral Street,London,SE1 9DE,51.5066,-0.0902,https://www.goldenhinde.co.uk,,Varies,2,4.4,60,history;ship,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Full-size reconstruction of Sir Francis Drake's famous galleon.,
346,Charles Dickens Museum,Attraction,48 Doughty Street,London,WC1N 2LX,51.5236,-0.1168,https://dickensmuseum.com,,Varies,2,4.5,60,museum;literature,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum located in the former home of author Charles Dickens.,
347,London Mithraeum Bloomberg SPACE,Attraction,12 Walbrook,London,EC4N 8AA,51.5127,-0.0908,https://www.londonmithraeum.com,,Varies,1,4.7,45,museum;roman,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Restored Roman temple discovered beneath the City of London.,
348,Queen's House Greenwich,Attraction,Romney Road Greenwich,London,SE10 9NF,51.4812,-0.0056,https://www.rmg.co.uk/queens-house,,Varies,1,4.6,60,art;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Elegant 17th-century royal residence and art gallery.,
349,Cutty Sark,Attraction,King William Walk Greenwich,London,SE10 9HT,51.4826,-0.009,https://www.rmg.co.uk/cutty-sark,,Varies,3,4.5,90,ship;maritime,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic tea clipper ship preserved in Greenwich.,
350,National Army Museum,Attraction,Royal Hospital Road,London,SW3 4HT,51.4875,-0.1592,https://www.nam.ac.uk,,Varies,1,4.6,90,museum;military,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum exploring the history of the British Army.,
351,The Cartoon Museum,Attraction,63 Wells Street,London,W1A 3AE,51.517,-0.1402,https://www.cartoonmuseum.org,,Varies,2,4.5,60,museum;art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum dedicated to British cartoons, comics and caricatures.
352,Grant Museum of Zoology,Attraction,Rockefeller Building University College London,London,WC1E 6DE,51.5233,-0.1343,https://www.ucl.ac.uk/culture/grant-museum,,Varies,1,4.6,60,museum;science,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,University museum featuring thousands of zoological specimens.,
353,Dulwich Picture Gallery,Gallery,Gallery Road Dulwich,London,SE21 7AD,51.4415,-0.0857,https://www.dulwichpicturegallery.org.uk,,Varies,2,4.6,90,art;gallery,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,England's first purpose-built public art gallery.,
354,Telegraph Hotel,Hotel,157 Corporation Street, Coventry, CV1 1GU,52.4098,-1.5109,https://telegraph-hotel.com,2475261800,Varies,3,4.6,720,hotel;city-centre,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Boutique hotel inside Coventry's former newspaper headquarters.,
355,Coombe Abbey Hotel,Hotel,Brinklow Road Binley, Coventry, CV3 2AB,52.4026,-1.4254,https://www.coombeabbey.com,2476450600,Varies,4,4.5,720,hotel;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Luxury hotel set in a restored 12th-century abbey surrounded by parkland.,
356,Ramada Hotel & Suites Coventry,Hotel,The Butts Earlsdon, Coventry, CV1 3GG,52.4047,-1.5193,https://www.wyndhamhotels.com/ramada,2476238300,Varies,3,4.1,720,hotel;city-centre,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Modern hotel offering suites and conference facilities near the city centre.,
357,DoubleTree by Hilton Coventry,Hotel,Paradise Way Walsgrave Triangle, Coventry, CV2 2ST,52.4207,-1.452,https://www.hilton.com,2476602120,Varies,4,4.2,720,hotel;business,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Upscale hotel with spa and conference spaces near the M6.,
358,Ibis Coventry Centre,Hotel,Mile Lane, Coventry, CV1 2LN,52.4029,-1.5066,https://all.accor.com,2476250100,Varies,2,4.1,720,hotel;budget,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Affordable modern hotel within walking distance of the railway station.,
359,Novotel Coventry M6 J3,Hotel,Wilsons Lane Longford, Coventry, CV6 6HL,52.4424,-1.4864,https://all.accor.com,2476368888,Varies,3,4.1,720,hotel;family,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Contemporary hotel near the M6 popular for business and family stays.,
360,Britannia Coventry Hill Hotel,Hotel,Rye Hill Allesley, Coventry, CV5 9PH,52.4158,-1.562,https://www.britanniahotels.com,2476674477,Varies,2,3.5,720,hotel;budget,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Large suburban hotel with conference facilities and easy motorway access.,
361,Premier Inn Coventry City Centre Belgrade Plaza,Hotel,Belgrade Plaza Upper Well Street, Coventry, CV1 4BF,52.4092,-1.5125,https://www.premierinn.com,3333217718,Varies,2,4.3,720,hotel;city-centre,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Reliable budget chain hotel in the heart of Coventry.,
362,Premier Inn Coventry East Binley A46,Hotel,Rugby Road Binley Woods, Coventry, CV3 2TA,52.392,-1.4477,https://www.premierinn.com,3333217770,Varies,2,4.3,720,hotel;budget,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Convenient roadside hotel close to major routes.,
363,Citrus Hotel Coventry South,Hotel,London Road Ryton-on-Dunsmore, Coventry, CV8 3DY,52.3667,-1.4386,https://www.citrushotelcoventry.co.uk,2476303300,Varies,3,3.9,720,hotel;business,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Modern hotel with meeting facilities just outside Coventry.,
364,The Farmhouse,Restaurant,215 Beechwood Avenue, Coventry, CV5 6HB,52.3947,-1.5486,https://www.thefarmhouserestaurant.co.uk,2476466177,Varies,3,4.6,90,restaurant;fusion,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Popular venue known for creative British and Indian fusion dishes.,
365,Turmeric Gold,Restaurant,24 Spon Street, Coventry, CV1 3BA,52.4074,-1.5147,https://turmericgold.co.uk,2476225889,Varies,2,4.5,90,restaurant;indian,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Well-known Indian restaurant set in historic timber-framed buildings.,
366,Selminas Restaurant & Bar,Restaurant,16 Spon Street, Coventry, CV1 3BA,52.4073,-1.5146,https://selminas.co.uk,2475263100,Varies,2,4.5,90,restaurant;mediterranean,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Cosy Mediterranean restaurant offering homemade dishes.,
367,Cosy Club Coventry,Restaurant,Cathedral Lanes Broadgate, Coventry, CV1 1LL,52.4081,-1.5107,https://cosyclub.co.uk,2475092760,Varies,3,4.4,90,restaurant;brunch,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Stylish all-day dining spot serving brunch, cocktails and comfort food.
368,Nando's Coventry,Restaurant,Cathedral Lanes Shopping Centre Broadgate,Coventry,CV1 1LL,52.4082,-1.5106,https://www.nandos.co.uk,2476230840,Varies,2,4.3,60,restaurant;chicken,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Casual restaurant famous for flame-grilled peri-peri chicken.,
369,Jinseon Korean BBQ Restaurant,Restaurant,8 Spon Street, Coventry, CV1 3BA,52.4071,-1.5148,https://jinseon.co.uk,2476229111,Varies,3,4.6,90,restaurant;korean,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Authentic Korean BBQ restaurant popular with university students.,
370,Hadramud Mindi Restaurant,Restaurant,155 Far Gosford Street, Coventry, CV1 5DL,52.4061,-1.5004,https://hadramudmindi.co.uk,2476222255,Varies,2,4.6,90,restaurant;middle-eastern,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Highly rated Yemeni restaurant known for traditional mandi dishes.,
371,7Bone Burger Co Coventry,Restaurant,8 Warwick Row, Coventry, CV1 1EX,52.4068,-1.5121,https://7bone.co.uk,2475260777,Varies,2,4.5,60,restaurant;burgers,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Trendy burger restaurant serving American-style comfort food.,
372,The Artisan Bar & Grill,Restaurant,Unit 9 Warwick Row, Coventry, CV1 1EX,52.4069,-1.512,https://artisanbarandgrill.co.uk,2476239777,Varies,3,4.4,90,restaurant;grill,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Modern grill restaurant offering steaks and European dishes.,
373,Rising Cafe,Restaurant,1 Trinity Street, Coventry, CV1 1FJ,52.4086,-1.5104,https://betel.uk/rising-cafe,2476222260,Varies,1,4.7,60,restaurant;cafe,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Community cafe serving brunch and coffee in a relaxed setting.,
374,Coventry Cathedral,Attraction,Priory Street, Coventry, CV1 5FB,52.4083,-1.5079,https://www.coventrycathedral.org.uk,2476521000,Varies,1,60,4.7,landmark;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Iconic modern cathedral built beside the ruins of the WWII-bombed original.,
375,Herbert Art Gallery & Museum,Attraction,Jordan Well, Coventry, CV1 5QP,52.408,-1.5077,https://www.theherbert.org,2476234567,Varies,1,90,4.5,museum;art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Major cultural museum featuring art, history and temporary exhibitions.
376,Coventry Transport Museum,Museum,Hales Street,Coventry,CV1 1JD,52.409,-1.5101,https://www.transport-museum.com,2476234555,Varies,2,4.7,90,museum;transport,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Home to the world's largest collection of British road transport.,
377,Coombe Abbey Park,Attraction,Brinklow Road Binley, Coventry, CV3 2AB,52.4019,-1.4259,https://www.coventry.gov.uk/coombe,2476450590,Varies,1,120,4.7,park;nature,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Large country park with lakes, woodland and historic abbey grounds.
378,War Memorial Park,Park,Kenilworth Road,Coventry,CV3 6PT,52.3896,-1.519,https://www.coventry.gov.uk,,Varies,1,4.6,90,park;memorial,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Large city park with sports facilities and walking trails.,
379,Coventry Canal Basin,Attraction,St Nicholas Street, Coventry, CV1 4LY,52.411,-1.5162,https://canalrivertrust.org.uk,2476225210,Varies,1,45,4.4,canal;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Historic canal basin surrounded by restored warehouses and cafes.,
380,Fargo Village,Attraction,Far Gosford Street, Coventry, CV1 5ED,52.4059,-1.4997,https://www.fargovillage.co.uk,2476230300,Varies,1,90,3.6,market;creative,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Creative quarter filled with independent shops,
381,St Mary's Guildhall,Attraction,Bayley Lane, Coventry, CV1 5RN,52.4076,-1.5094,https://www.stmarysguildhall.co.uk,2476834400,Varies,2,60,history;medieval,history;medieval,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Beautiful medieval guildhall once used by royalty and civic leaders.,
382,Midland Air Museum,Museum,Rowley Road Baginton,Coventry,CV3 4FR,52.3692,-1.4797,https://www.midlandairmuseum.co.uk,2476306630,Varies,2,90,4.2,museum;aviation,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Museum displaying historic aircraft and aviation exhibits.,
383,Lady Godiva Statue,History,Broadgate,Coventry,CV1 1LL,52.4081,-1.5105,https://www.coventry.gov.uk,,Varies,1,30,2.2,landmark;historic,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Famous statue commemorating the legendary Lady Godiva.,
384,The Grand York,Hotel,Station Rise,York,YO1 6GD,53.959,-1.0909,https://www.thegrandyork.co.uk,1904653333,Varies,4,720,4.2,hotel;luxury,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Padstow_Harbour.jpg/800px-Padstow_Harbour.jpg,Luxury hotel in a historic Edwardian railway headquarters building.,
